---- New test begins
1575446923.3159	green	-10.36186003685	7	7	11
1575446924.3319	green	-11.377882003784	7	7	11
1575446925.3547	green	-12.400685071945	7	7	11
1575446926.3784	yellow	0.38663816452026	7	7	11
1575446927.4009	red	6.4467790126801	7	7	11
1575446928.4214	red	5.4263391494751	7	7	11
1575446929.4451	red	4.4025762081146	7	0	0
1575446930.4598	red	3.3879141807556	7	0	0
1575446931.4937	red	2.4040291309357	7.2	0	5
1575446932.5142	red	1.3835461139679	7.65	0	5
1575446933.5361	red	0.31159710884094	7.8	0	2
1575446934.5494	green	9.3919479846954	7	0	1
1575446935.5755	green	8.1158299446106	7	2	0
1575446936.5977	green	6.8935718536377	7.25	4	0
1575446937.6151	green	5.6262078285217	7.5	5	0
1575446938.6388	green	4.3525238037109	7.75	4	0
1575446939.6599	green	3.0814328193665	8.0	3	0
1575446940.6766	green	2.3146855831146	8.25	3	0
1575446941.6975	red	6.0309598445892	8.25	1	0
1575446942.7153	red	5.0131549835205	8.25	1	1
1575446943.7319	red	4.0465879440308	8.3	0	4
1575446944.7497	red	3.078825712204	8.75	0	7
1575446945.7664	red	2.0121278762817	9.15	0	5
1575446946.7827	red	1.0957679748535	9.75	0	11
1575446947.8049	red	0.17364096641541	10.95	0	16
1575446948.8265	green	8.7974891662598	9.7	0	18
1575446949.8465	green	7.8775298595428	9.55	15	21
1575446950.8623	green	6.7617161273956	9.55	26	28
1575446951.8814	green	5.7426381111145	9.55	29	29
1575446952.9014	green	4.7225580215454	9.55	32	26
1575446953.9171	green	3.6569178104401	9.55	32	26
1575446954.9398	green	2.4842169284821	9.55	26	37
1575446955.9616	red	6.6452481746674	9.55	27	32
1575446956.9838	red	5.6230161190033	9.55	35	21
1575446958.0019	red	4.6049001216888	9.55	39	23
1575446959.0202	red	3.586590051651	9.55	43	22
1575446960.0429	red	2.5638701915741	9.55	44	23
1575446961.0642	red	1.5425541400909	9.55	44	38
1575446962.0853	red	0.52147102355957	9.55	45	56
1575446963.1021	green	9.5859189033508	6.95	30	99
1575446964.1167	green	8.4712717533112	6.5	13	149
1575446965.1424	green	7.4955539703369	5.8	25	180
1575446966.1502	green	6.5377950668335	5.55	48	182
1575446967.1648	green	5.5732228755951	5.5	83	183
1575446968.1846	green	4.5534009933472	5.5	124	180
1575446969.2104	green	3.4275870323181	5.5	158	180
1575446970.226	green	2.3119711875916	5.5	186	184
1575446971.246	red	6.5369291305542	5.5	210	175
1575446972.2672	red	5.7657091617584	5.5	225	175
1575446973.2872	red	4.995747089386	5.5	232	167
1575446974.3063	red	4.2265570163727	5.5	236	135
1575446975.3211	red	3.461834192276	5.5	242	114
1575446976.3433	red	2.6395740509033	5.45	246	74
1575446977.3624	red	1.8705351352692	5.2	246	43
1575446978.3787	red	0.85415315628052	4.7	246	29
1575446979.3963	red	-0.16338896751404	4.2	248	32
1575446980.4128	green	8.9297859668732	7.35	200	37
1575446981.4457	green	7.6468827724457	7.6	168	46
