---- New test begins
1575443670	red	-1260.7833149433	7	122	34
1575443671	red	-1261.7984619141	7	122	34
1575443672	red	-1262.8232159615	7	122	34
1575443673	green	6.3876059055328	7	122	34
1575443674	red	6.539614200592	7	122	34
1575443675	red	5.5137941837311	7	122	34
1575443676	red	4.4999241828918	7	122	34
1575443677	red	3.4833450317383	7	122	34
1575443678	red	2.4553771018982	7	122	34
1575443679	red	1.4197351932526	7	122	34
1575443680	red	0.38360500335693	7	122	34
1575443681	green	8.5331709384918	7	0	0
1575443682	green	7.5161199569702	7	0	4
1575443683	green	6.4705040454865	7	0	5
1575443684	green	5.4558379650116	7	0	5
1575443685	green	4.4349830150604	7	0	5
1575443686	green	3.416543006897	7	0	5
1575443687	green	2.4011969566345	7	0	5
1575443689	green	1.3849580287933	7	0	5
1575443690	red	6.5408248901367	7	0	5
1575443691	red	5.5193219184875	7	0	5
1575443692	red	4.4936399459839	7	0	5
1575443693	red	3.4674909114838	7	0	5
1575443694	red	2.4449739456177	7	0	5
1575443695	red	1.423159122467	7	0	5
1575443696	red	0.40622210502625	7	0	5
1575443697	green	8.5317559242249	7	0	5
1575443698	green	7.499960899353	7	0	5
1575443699	green	6.4810287952423	7	0	5
1575443700	green	5.4664537906647	7	0	5
1575443701	green	4.4422338008881	7	0	5
1575443702	green	3.4277060031891	7	0	5
1575443703	green	2.4133489131927	7	0	5
1575443704	green	1.3971829414368	7	0	5
1575443705	red	6.49871301651	7	0	0
1575443706	red	5.4771640300751	7	0	2
1575443707	red	4.4523751735687	7	0	7
1575443708	red	3.4337091445923	7	0	6
1575443709	red	2.4004130363464	7	0	5
1575443710	red	1.3745210170746	7	0	1
1575443711	red	0.35107517242432	7	0	1
1575443712	green	8.4927349090576	7	0	1
1575443713	green	7.4774279594421	7	3	8
1575443714	green	6.455668926239	7	5	9
1575443715	green	5.4378399848938	7	6	7
1575443716	green	4.4244129657745	7	7	2
1575443717	green	3.4069149494171	7	8	1
1575443718	green	2.3868470191956	7	11	0
1575443719	green	1.3702480792999	7	13	0
1575443720	red	6.4998171329498	7	10	0
1575443721	red	5.4775631427765	7	11	0
1575443722	red	4.4562201499939	7	10	3
1575443723	red	3.4412851333618	7	8	8
1575443724	red	2.4279839992523	7	8	13
1575443725	red	1.414192199707	7	8	17
1575443726	red	0.39873218536377	7	8	29
1575443727	green	8.4788310527802	7	1	37
1575443728	green	7.4372570514679	7	4	46
1575443729	green	6.4157619476318	7	22	54
1575443730	green	5.3936929702759	7	35	64
1575443731	green	4.3763561248779	7	40	70
1575443732	green	3.3612909317017	7	45	89
1575443733	green	2.3356139659882	7	61	106
1575443734	green	1.3206081390381	7	68	131
1575443735	red	6.4296281337738	7	82	123
1575443737	red	5.4141271114349	7	82	84
1575443738	red	4.3956670761108	7	86	70
1575443739	red	3.3733429908752	7	88	53
1575443740	red	2.3609609603882	7	90	48
1575443741	red	1.3509609699249	7	88	65
1575443742	red	0.3301990032196	7	87	84
1575443743	green	8.4386758804321	7	55	113
1575443744	green	7.4254398345947	7	27	133
1575443745	green	6.4110369682312	7	26	143
1575443746	green	5.3943200111389	7	53	154
1575443747	green	4.3756418228149	7	90	170
1575443748	green	3.3579947948456	7	121	175
1575443749	green	2.3413000106812	7	159	180
1575443750	green	1.3267428874969	7	187	180
1575443751	red	6.4261419773102	7	221	174
1575443752	red	5.411691904068	7	243	162
1575443753	red	4.3923850059509	7	248	138
1575443754	red	3.379949092865	7	246	104
1575443755	red	2.3668909072876	7	246	75
1575443756	red	1.3478009700775	7	246	49
1575443757	red	0.32443404197693	7	246	37
1575443758	green	8.416711807251	7	216	36
1575443759	green	7.3959238529205	7	187	41
1575443760	green	6.3778469562531	7	155	51
1575443761	green	5.3555638790131	7	123	59
1575443762	green	4.337299823761	7	110	66
1575443763	green	3.3164269924164	7	92	68
1575443764	green	2.3104908466339	7	83	80
1575443765	green	1.2965137958527	7	67	93
1575443766	red	6.4169979095459	7	57	101
1575443767	red	5.4001059532166	7	53	105
1575443768	red	4.385715007782	7	53	110
1575443769	red	3.3694610595703	7	57	117
1575443770	red	2.3546209335327	7	60	116
1575443771	red	1.3359470367432	7	62	108
1575443772	red	0.32031202316284	7	67	101
1575443773	green	8.4181489944458	7	48	99
1575443774	green	7.4028270244598	7	47---- New test begins
1575443673	green	-0.00019288063049316	7	71	158
1575443674	yellow	-0.02092719078064	7	71	158
1575443675	red	5.9777939319611	7	71	158
1575443676	red	4.9520449638367	7	71	158
1575443677	red	3.9259700775146	7	71	158
1575443678	red	2.8980429172516	7	71	158
1575443679	red	1.8722689151764	7	71	158
1575443680	red	0.850172996521	7	71	158
1575443681	red	-0.16983199119568	7	0	0
1575443682	green	5.9773299694061	7	1	4
1575443683	green	4.9626498222351	7	4	5
1575443684	green	3.951611995697	7	4	5
1575443685	green	2.9323048591614	7	4	5
1575443686	green	1.9103059768677	7	4	5
1575443687	green	0.88993382453918	7	4	5
1575443688	green	-0.15821599960327	7	4	5
1575443689	yellow	-0.01668119430542	7	4	5
1575443690	red	5.9849998950958	7	4	5
1575443691	red	4.9647450447083	7	4	5
1575443692	red	3.9441950321198	7	4	5
1575443693	red	2.917732000351	7	4	5
1575443694	red	1.8980350494385	7	4	5
1575443695	red	0.87249088287354	7	4	5
1575443696	red	-0.1495099067688	7	4	5
1575443697	green	5.9783790111542	7	4	5
1575443698	green	4.9536979198456	7	4	5
1575443699	green	3.9243710041046	7	4	5
1575443700	green	2.9124109745026	7	4	5
1575443701	green	1.9001460075378	7	4	5
1575443702	green	0.88284111022949	7	4	5
1575443703	green	-0.13518285751343	7	4	5
1575443704	yellow	-0.013856172561646	7	4	5
1575443705	red	5.9677481651306	7	0	0
1575443706	red	4.9458520412445	7	5	0
1575443707	red	3.926479101181	7	5	2
1575443708	red	2.9055860042572	7	5	2
1575443709	red	1.885724067688	7	5	2
1575443711	red	0.85669112205505	7	5	2
1575443712	red	-0.16389083862305	7	5	2
1575443713	green	5.9851770401001	7	4	4
1575443714	green	4.9621438980103	7	12	12
1575443715	green	3.9452478885651	7	10	13
1575443716	green	2.9307279586792	7	5	13
1575443717	green	1.9057140350342	7	1	13
1575443718	green	0.88901209831238	7	0	13
1575443719	green	-0.12998199462891	7	0	13
1575443720	yellow	-0.01521897315979	7	0	13
1575443721	red	5.9835948944092	7	0	4
1575443722	red	4.9686720371246	7	5	8
1575443723	red	3.9503288269043	7	16	17
1575443724	red	2.936931848526	7	21	18
1575443725	red	1.920019865036	7	29	21
1575443726	red	0.9035530090332	7	38	37
1575443727	red	-0.11165595054626	7	50	50
1575443728	green	5.9767038822174	7	32	67
1575443729	green	4.9681868553162	7	42	76
1575443730	green	3.9544608592987	7	44	85
1575443731	green	2.9361469745636	7	34	93
1575443732	green	1.91983294487	7	24	111
1575443733	green	0.89744091033936	7	33	125
1575443734	green	-0.11732697486877	7	39	145
1575443735	yellow	-0.015014886856079	7	47	160
1575443736	red	5.9759340286255	7	61	123
1575443737	red	4.9566090106964	7	71	96
1575443738	red	3.9419519901276	7	80	79
1575443739	red	2.9258999824524	7	103	76
1575443740	red	1.906809091568	7	123	86
1575443741	red	0.89271306991577	7	151	119
1575443742	red	-0.12395000457764	7	153	151
1575443743	green	5.9856650829315	7	152	173
1575443744	green	4.9753611087799	7	150	184
1575443745	green	3.9586420059204	7	139	195
1575443746	green	2.9449510574341	7	129	201
1575443747	green	1.9251570701599	7	105	211
1575443748	green	0.91316604614258	7	74	216
1575443749	green	-0.10658001899719	7	55	216
1575443750	yellow	-0.015308141708374	7	62	216
1575443751	red	5.98326587677	7	71	207
1575443752	red	4.9693319797516	7	72	205
1575443753	red	3.950208902359	7	72	205
1575443754	red	2.9377839565277	7	75	206
1575443755	red	1.9178898334503	7	77	209
1575443756	red	0.90490889549255	7	81	209
1575443757	red	-0.11154818534851	7	88	209
1575443758	green	5.9902331829071	7	55	211
1575443759	green	4.9695711135864	7	65	209
1575443760	green	3.9508550167084	7	62	209
1575443761	green	2.9284791946411	7	70	210
1575443762	green	1.911003112793	7	78	211
1575443763	green	0.88802313804626	7	71	215
1575443764	green	-0.12459897994995	7	76	216
1575443765	yellow	-0.016630172729492	7	89	216
1575443766	red	5.9883210659027	7	106	211
1575443767	red	4.9716529846191	7	116	212
1575443768	red	3.9547820091248	7	122	204
1575443769	red	2.938040971756	7	124	188
1575443770	red	1.9243369102478	7	128	179
1575443772	red	0.9095630645752	7	131	175
1575443773	red	-0.10691905021667	7	133	176
1575443774	green	5.9841899871826	7	111	172
1575443775	green	4.9711620807648	7	103	172
1575443776	green	3.9517240524292	7	96	182
1575443777	green	2.9353549480438	7	97	187
1575443778	green	1.920177936554	7	95	191
1575443779	green	0.89805388450623	7	86	194
1575443780	green	-0.12005209922791	7	84	195
1575443781	yellow	-0.012303829193115	7	85	202
1575443782	red	5.988128900528	7	89	188
1575443783	red	4.963742017746	7	92	179
1575443784	red	3.9438829421997	7	95	167
1575443785	red	2.9267909526825	7	96	156
1575443786	red	1.9110109806061	7	97	149
1575443787	red	0.89630603790283	7	99	141
1575443788	red	-0.11843705177307	7	102	138
1575443789	green	5.9818708896637	7	71	138
1575443790	green	4.9569818973541	7	64	141
1575443791	green	3.9412407875061	7	66	148
1575443792	green	2.9251909255981	7	77	157
1575443793	green	1.9097728729248	7	77	162
1575443794	green	0.89339780807495	7	66	169
1575443795	green	-0.12526106834412	7	62	175
1575443796	yellow	-0.013332843780518	7	66	176
1575443797	red	5.9842128753662	7	70	155
1575443798	red	4.9680960178375	7	84	143
1575443799	red	3.952880859375	7	91	126
1575443800	red	2.9363648891449	7	94	120
1575443801	red	1.9150450229645	7	101	114
1575443802	red	0.90072798728943	7	105	115
1575443803	red	-0.11693596839905	7	109	117
1575443804	green	5.9844920635223	7	80	121
1575443805	green	4.9674320220947	7	74	123
1575443806	green	3.9515821933746	7	68	126
1575443807	green	2.9332489967346	7	75	133
1575443808	green	1.9173760414124	7	75	138
1575443809	green	0.89878916740417	7	76	147
1575443810	green	-0.11736798286438	7	83	156
1575443811	yellow	-0.012053966522217	7	89	161
1575443812	red	5.9835789203644	7	99	132
1575443813	red	4.9588260650635	7	99	124
1575443814	red	3.943305015564	7	97	122
1575443815	red	2.9271559715271	7	100	117
1575443816	red	1.9100029468536	7	105	117
1575443817	red	0.89513492584229	7	107	119
1575443818	red	-0.11860990524292	7	114	124
1575443819	green	5.979966878891	7	80	128
1575443820	green	4.963593006134	7	73	134
1575443821	green	3.9481830596924	7	78	143
1575443822	green	2.9321458339691	7	71	149
1575443823	green	1.9161288738251	7	65	153
1575443824	green	0.90374994277954	7	71	161
1575443825	green	-0.11615204811096	7	74	170
1575443826	yellow	-0.018941879272461	7	83	177
1575443827	red	5.9840149879456	7	81	153
1575443828	red	4.9715650081635	7	84	144
1575443829	red	3.9506721496582	7	88	142
1575443830	red	2.933482170105	7	91	145
1575443832	red	1.9032740592957	7	92	147
1575443833	red	0.88636708259583	7	95	151
1575443834	red	-0.12910199165344	7	99	138
1575443835	green	5.9905760288239	7	77	129
1575443836	green	4.9773540496826	7	83	131
1575443837	green	3.9651730060577	7	90	133
1575443838	green	2.9471321105957	7	92	133
1575443839	green	1.9311032295227	7	96	133
1575443840	green	0.91520810127258	7	92	135
1575443841	green	-0.092888832092285	7	84	142
1575443842	yellow	-0.021929979324341	7	85	153
1575443843	red	5.9887599945068	7	90	132
1575443844	red	4.9733700752258	7	97	121
1575443845	red	3.9580569267273	7	103	121
1575443846	red	2.9443950653076	7	103	113
1575443847	red	1.9253058433533	7	107	104
1575443848	red	0.90895891189575	7	109	101
1575443849	red	-0.10575199127197	7	109	106
1575443850	green	5.9843928813934	7	77	106
1575443851	green	4.967572927475	7	72	110
1575443852	green	3.9467649459839	7	80	116
1575443853	green	2.9289059638977	7	83	122
1575443854	green	1.912104845047	7	74	128
1575443855	green	0.89330887794495	7	68	138
1575443856	green	-0.12303805351257	7	58	143
1575443857	yellow	-0.015406847000122	7	56	147
1575443858	red	5.9791951179504	7	60	120
1575443859	red	4.9635682106018	7	62	121
1575443860	red	3.9460520744324	7	66	122
1575443861	red	2.9310622215271	7	69	114
1575443862	red	1.9107232093811	7	70	112
1575443863	red	0.89093804359436	7	71	111
1575443864	red	-0.12752485275269	7	73	104
1575443865	green	5.9804139137268	7	45	105
1575443866	green	4.9668290615082	7	42	109
1575443867	green	3.9476869106293	7	43	111
1575443868	green	2.9316408634186	7	42	117
1575443869	green	1.9136099815369	7	38	119
