---- New test begins
averageLogTime	averageOrderTime	averageActiveTime
0.010626108983724	0.00098036289215088	0.0116534948349
averageLogTime	averageOrderTime	averageActiveTime	averageSyncSetTime	averageSyncGetTime
0.18313447634379	0.15987801551819	0.15772795677185	0.17227533230415	0.17456605571967
0.17581926451789	0.15849781036377	0.15638899803162	0.17567846010316	0.17469201294275
0.17499460114373	0.15719389915466	0.16159296035767	0.16968102725047	0.17276753829076
0.16135478019714	0.15727400779724	0.16130805015564	0.17163191651398	0.17067257601481
0.17876240942213	0.15846586227417	0.16877698898315	0.17168747461759	0.17397092053523
0.18244722154405	0.15937304496765	0.16074013710022	0.17542348717743	0.1773296388296
0.17512374454074	0.15967893600464	0.15734696388245	0.17170328913995	0.16969229510197
0.17806267738342	0.15037894248962	0.16109609603882	0.1731113172927	0.17462824858152
0.1798845662011	0.15702080726624	0.16085600852966	0.17586467357782	0.17671774442379
0.1797755824195	0.16350102424622	0.16157603263855	0.17611190507997	0.17589427760014
0.17523752318488	0.16179800033569	0.16098594665527	0.17322749357957	0.17500454531266
0.17223093244765	0.1515040397644	0.15708518028259	0.16866310284688	0.17068473880108
0.17920512623257	0.15653419494629	0.1555290222168	0.17698231568703	0.17638119252828
0.17939615249634	0.15803408622742	0.16672205924988	0.17579395037431	0.17792063607619
0.17405154969957	0.16324400901794	0.1713171005249	0.1775253369258	0.17956931217044
0.18148816956414	0.16364598274231	0.1549711227417	0.17992420466441	0.17644824660741
0.1818237569597	0.16020107269287	0.16408109664917	0.17470565831886	0.17581106951604
0.17096090316772	0.15957808494568	0.1581928730011	0.16825944643754	0.17108378502039
0.17082900471157	0.16159510612488	0.1668119430542	0.17723770783498	0.17778327144109
0.17639501889547	0.1556830406189	0.15452003479004	0.17226874603415	0.16940683470323
0.17675047450595	0.16481399536133	0.15938591957092	0.1732037801009	0.17369048068157
0.17785920037164	0.16018199920654	0.16463804244995	0.17388388743767	0.1743730154692
0.17580490642124	0.16653609275818	0.16024088859558	0.17646073378049	0.1805881542318
0.16633587413364	0.1645679473877	0.15582895278931	0.17200050264035	0.16898308808987
0.17241311073303	0.15697002410889	0.15902090072632	0.17720818519592	0.17644529273877
0.18159233199226	0.15586709976196	0.16051411628723	0.17585168435023	0.17482714125743
0.1751233736674	0.15881085395813	0.16191911697388	0.17616813587693	0.17816955309648
0.17172657118903	0.15137386322021	0.15818119049072	0.17327990172044	0.17102692448176
0.16959100299411	0.1605429649353	0.16204786300659	0.17459129370176	0.17820237691586
0.18000981542799	0.15893507003784	0.15935492515564	0.17184005792324	0.17571520104128
0.17966972457038	0.15554809570312	0.15649390220642	0.1761399889892	0.17549607157707
0.17364456918505	0.16670989990234	0.16561698913574	0.17760694943942	0.18001673385209
0.16921252674527	0.15822696685791	0.15848708152771	0.17185648129537	0.17160722154837
0.18327511681451	0.162024974823	0.16749119758606	0.17177671652574	0.17471409187867
0.17733690473768	0.15955996513367	0.16955995559692	0.17249767138408	0.1752858207776
0.18006753921509	0.15773606300354	0.16726088523865	0.17880696620581	0.17480863745396
0.17854229609172	0.15407085418701	0.15403318405151	0.16957534276522	0.17095593878856
0.17591489685906	0.1579761505127	0.16274499893188	0.17191438491528	0.17479773668142
0.17044681972928	0.16120791435242	0.16820788383484	0.17891695866218	0.18016999726202
0.17629578378465	0.15798306465149	0.17138910293579	0.1735389645283	0.17420082349403
0.1800438563029	0.15774703025818	0.17338800430298	0.17474537525537	0.17426268527141
0.17215445306566	0.16008305549622	0.1662118434906	0.17330668522761	0.17571837626971
0.16703266567654	0.15819001197815	0.1737220287323	0.1745219872548	0.17565217270301
0.18389956156413	0.16143298149109	0.16949987411499	0.17011313713514	0.17405323421254
0.16820867856344	0.16108298301697	0.15899515151978	0.17253532049791	0.17032188062484
0.17897046936883	0.15385603904724	0.16434216499329	0.17273752047465	0.17233309493615
0.1889316505856	0.15473413467407	0.16586303710938	0.17631588990872	0.17714677751064
0.17084442244636	0.15664887428284	0.16397213935852	0.16952689794394	0.16934390480702
0.1763789123959	0.15506792068481	0.17166519165039	0.17354001907202	0.17715527461125
0.16935213406881	0.15542387962341	0.17412781715393	0.17537853351006	0.17607583719141
0.1779727405972	0.16199612617493	0.17254209518433	0.17687526574502	0.17555583211092
0.17099107636346	0.17228198051453	0.17306399345398	0.1824466081766	0.18128662717109
0.17644553714328	0.15802884101868	0.17267918586731	0.173879137579	0.17579374863551
0.17560010486179	0.16780400276184	0.16405606269836	0.17502333109195	0.17816767555017
0.18087138070001	0.16669583320618	0.16397285461426	0.17824742885736	0.17556526339971
0.18181289566888	0.1605339050293	0.17537188529968	0.17125997453366	0.17479868233204
0.17636675304837	0.16051697731018	0.16678094863892	0.1742679476738	0.17638181608457
0.16637433899773	0.1540310382843	0.1700291633606	0.16813055524286	0.16957527628312
0.17813558048672	0.16060614585876	0.16945695877075	0.17473534437326	0.17771012175317
0.17454393704732	0.1527681350708	0.16992402076721	0.16930531555752	0.16998584912373
0.18153791957431	0.16544485092163	0.1606969833374	0.17065986303183	0.17525095435289
0.17688322067261	0.16726398468018	0.16856384277344	0.17295785220164	0.17496108321043
0.18100884225633	0.16203308105469	0.16843700408936	0.1758965574778	0.17537113451041
0.17360054122077	0.15506601333618	0.16874480247498	0.17092058291802	0.17016828410766
0.17169623904758	0.17260789871216	0.16083216667175	0.17605744416897	0.17991485198339
0.16783812310961	0.14845299720764	0.16985893249512	0.17060417949029	0.16969467584903
0.17582443025377	0.16054010391235	0.16323399543762	0.17396208414665	0.17712880212527
0.17222113079495	0.16645979881287	0.16820788383484	0.17488867961443	0.17513659940316
0.17277444733514	0.15947198867798	0.16315317153931	0.1724187742989	0.17438669617359
0.18053544892205	0.17069697380066	0.16530513763428	0.18002977279516	0.18111946536045
0.17893415027195	0.15560102462769	0.16021800041199	0.17094974334423	0.17120867383246
0.16858943303426	0.16591620445251	0.15937685966492	0.17498370317312	0.18048681231106
0.17756787935893	0.16254305839539	0.16025519371033	0.17232880052531	0.1714404637997
0.17017544640435	0.16277599334717	0.16004014015198	0.17403596181136	0.17795548989223
0.18434013260735	0.1595401763916	0.15627694129944	0.17536485869929	0.17526767345575
0.17821741104126	0.15628290176392	0.15727019309998	0.17184423483335	0.17370490615184
0.17332776387533	0.17182397842407	0.16386318206787	0.17708014983397	0.17587006665193
0.16642806265089	0.15676093101501	0.16347908973694	0.1718436892216	0.17510387645318
0.17524695396423	0.17159008979797	0.16403102874756	0.17455140443949	0.17535171141991
0.17422771453857	0.15776205062866	0.15287017822266	0.16932572508758	0.17013650100965
0.17093343204922	0.16075587272644	0.16340398788452	0.17164947436406	0.17449645201365
0.17118687099881	0.17078280448914	0.16399812698364	0.17525012088272	0.17680123448372
0.17180058691237	0.16540002822876	0.16411900520325	0.17560337598507	0.17684201896191
0.17706812752618	0.17170405387878	0.16397213935852	0.17444534571666	0.17574894542877
0.16940299669902	0.17023301124573	0.15491199493408	0.17369914513368	0.17386971070216
0.16979548666212	0.16323590278625	0.16031980514526	0.1745839210657	0.17524371238855
0.17650323443943	0.15289521217346	0.15746402740479	0.16985412813583	0.16885520747075
0.17232158448961	0.15815401077271	0.15648221969604	0.17076984441505	0.16972307516978
0.17444033092923	0.17743706703186	0.16225695610046	0.17953216112577	0.17842903090458
0.16728676689996	0.16616296768188	0.15830397605896	0.17266447727497	0.17352170803968
0.17527617348565	0.17033791542053	0.16211414337158	0.17268493542304	0.17440582697208
0.1828776995341	0.16293787956238	0.15690803527832	0.17404019832611	0.17469797531764
0.17520067426893	0.17045307159424	0.16085410118103	0.17201789819969	0.17414834636908
0.16934164365133	0.16623902320862	0.16853904724121	0.1778141947893	0.17563334399579
0.16685318946838	0.16692495346069	0.15683889389038	0.17052142895185	0.16961019085004
0.16870787408617	0.17338395118713	0.15692782402039	0.17611733308205	0.17318674512938
0.16626654730903	0.16585683822632	0.16800808906555	0.17427532489483	0.1767335751882
0.17887184354994	0.17409896850586	0.16570210456848	0.17751654294821	0.17733101166931
0.16816099484762	0.16441988945007	0.16395306587219	0.17316564229818	0.1755484101864
0.17432912190755	0.16220307350159	0.16399693489075	0.17153985995167	0.1754234616573
0.17586014005873	0.17158889770508	0.15612602233887	0.17039408592077	0.16817020796812
